hour,weekday,service_avg_minutes,queue_length,counters_active,priority,wait_minutes
17,1,18,8,5,2,22
9,2,18,12,4,1,51
9,2,15,14,3,2,59
10,2,20,14,5,1,75
12,4,18,8,3,1,34
10,5,20,9,2,1,101
12,0,18,10,4,2,30
11,2,35,12,3,2,113
11,4,18,12,4,1,89
16,2,12,9,4,1,19
11,4,15,18,2,2,166
16,3,25,7,4,1,48
14,2,35,15,4,1,91
15,1,15,14,3,1,81
13,4,10,8,4,4,7
14,3,35,13,3,1,95
12,2,35,9,4,1,81
14,1,30,16,3,1,134
16,1,20,10,2,2,113
12,2,25,7,4,1,43
15,5,15,8,3,1,31
17,6,35,4,4,1,35
12,3,12,6,3,2,24
17,5,20,5,3,1,36
12,2,12,9,3,1,41
12,1,20,6,4,1,40
11,1,30,13,4,1,119
9,6,25,7,4,1,67
13,1,35,6,4,3,55
14,4,15,13,3,1,63
12,0,25,8,3,2,33
14,2,12,11,3,1,28
11,2,30,13,3,1,165
14,2,18,14,3,1,148
14,1,10,18,5,1,55
12,2,35,7,3,1,72
9,2,18,14,2,1,112
13,5,25,4,4,1,31
13,3,10,8,3,1,29
14,1,25,10,3,1,102
13,2,20,5,3,3,9
10,2,30,9,4,1,60
14,4,35,15,3,1,180
12,6,15,3,4,1,10
13,2,10,8,4,1,16
11,6,30,6,5,1,60
10,1,18,11,3,1,93
9,3,15,8,3,3,39
14,0,18,12,4,2,53
16,5,20,4,4,1,20
14,0,10,13,3,3,52
11,3,35,13,2,1,180
13,0,18,6,4,1,26
15,5,25,9,3,1,78
15,2,35,15,3,1,180
11,2,20,14,3,1,108
13,2,30,6,2,1,105
12,3,20,5,5,1,24
11,2,10,13,3,2,43
13,3,15,9,5,3,16
14,1,18,12,5,1,52
12,2,12,6,3,1,38
13,1,30,6,4,1,66
13,2,15,5,5,1,13
14,5,25,6,5,1,29
11,1,15,12,2,1,119
8,0,30,10,2,1,180
14,4,35,13,4,1,106
9,2,18,13,2,4,25
14,3,15,10,4,3,25
15,5,30,6,4,1,41
8,4,25,11,4,1,77
11,2,15,10,2,1,63
16,1,25,7,2,2,54
13,1,10,6,3,1,23
15,1,35,9,3,1,129
14,1,10,9,3,1,39
12,5,10,3,5,1,9
14,4,25,10,2,4,45
9,3,25,15,2,1,180
9,4,35,15,3,2,143
11,0,18,12,5,1,55
14,2,30,13,2,1,180
8,4,25,9,3,1,84
11,2,20,13,2,1,180
10,3,20,12,4,1,58
16,2,25,8,3,1,23
11,6,30,8,2,1,74
12,2,15,9,3,1,52
12,2,30,7,3,1,77
15,4,10,11,3,1,35
10,2,35,13,3,1,135
13,6,35,3,5,1,7
10,2,25,13,3,2,79
15,2,20,14,2,1,82
9,3,25,13,2,1,127
10,3,10,14,3,1,56
15,4,20,11,5,4,3
9,3,30,11,3,1,121
14,1,25,12,3,1,161
8,2,35,12,4,1,154
12,1,18,9,2,1,68
17,4,15,12,4,2,27
15,5,20,7,3,3,27
11,4,15,12,4,1,12
12,0,18,8,3,3,36
11,1,15,12,3,1,75
15,4,30,12,3,1,180
13,1,12,9,3,1,26
14,2,15,12,3,1,60
14,2,30,13,2,1,180
10,2,12,11,4,1,27
14,5,12,9,3,2,42
15,5,20,6,3,1,35
9,5,18,7,3,1,47
11,3,35,14,3,1,180
15,2,25,13,3,2,75
13,4,35,8,4,1,67
10,3,10,14,4,1,45
8,2,30,12,3,3,90
11,1,18,14,3,1,139
8,2,20,11,3,1,97
11,3,30,12,2,1,180
12,3,18,6,2,1,59
10,4,30,10,3,1,82
11,1,18,9,4,3,46
15,1,25,12,4,1,118
17,5,18,6,3,1,26
10,4,18,11,2,4,41
10,2,10,18,4,1,75
15,5,10,11,3,1,24
12,3,20,6,3,1,42
10,1,25,11,3,1,81
15,4,35,13,4,1,72
15,1,12,10,3,2,29
10,1,20,13,2,3,158
12,4,35,7,3,1,32
11,3,35,15,4,2,94
12,3,18,6,3,3,34
13,2,18,5,3,1,49
12,2,15,6,2,1,16
13,2,30,7,5,4,11
13,3,18,8,2,1,61
12,3,30,7,4,1,44
13,2,35,8,4,1,78
12,0,18,9,4,1,33
12,1,18,9,3,1,66
10,3,20,13,3,1,98
8,6,25,7,2,1,95
13,5,35,3,4,4,6
8,3,20,10,3,2,45
10,1,30,9,5,2,57
12,3,12,8,4,1,37
9,1,30,13,4,1,91
14,2,35,14,2,3,180
15,4,30,14,4,2,51
13,6,25,4,3,2,9
14,4,18,23,3,2,98
12,2,12,7,3,1,5
16,3,12,10,2,1,73
12,3,10,8,3,2,10
10,2,10,8,2,1,44
13,4,20,9,3,1,30
17,4,18,8,3,1,43
9,1,12,11,4,1,41
12,2,30,5,4,3,27
11,2,35,12,4,1,81
14,2,10,10,5,1,15
14,3,12,13,2,1,57
9,1,12,12,2,3,54
10,5,35,8,4,1,86
9,1,10,14,3,1,56
12,4,20,7,4,1,43
11,2,30,16,4,1,141
10,2,18,12,3,1,3
13,2,30,6,2,1,91
13,1,18,5,4,1,12
17,0,35,8,4,1,103
17,4,30,10,5,1,57
12,6,18,7,4,1,40
14,2,20,15,5,1,61
17,4,25,8,3,2,33
12,2,12,5,3,1,17
10,3,30,18,4,4,54
13,6,30,4,3,1,55
11,6,12,7,3,1,45
14,3,35,14,2,2,176
10,1,18,13,4,1,61
8,4,15,9,3,1,42
15,5,30,9,3,1,93
12,3,10,7,3,2,21
17,2,20,10,3,1,95
12,5,15,3,3,1,16
8,2,20,9,3,3,55
8,3,20,7,4,1,21
14,2,18,15,3,1,98
16,4,25,6,4,1,37
13,2,12,9,4,3,24
9,1,18,15,3,1,89
11,3,10,10,3,1,35
9,4,10,12,3,1,41
10,0,35,14,3,1,180
15,0,25,17,4,3,99
15,3,25,10,4,1,35
12,3,12,9,3,1,28
11,1,35,9,3,1,76
12,2,30,6,4,1,41
12,2,15,7,2,1,37
11,4,12,15,3,4,14
13,2,20,7,2,1,61
11,2,25,9,5,1,30
10,4,15,12,4,2,34
10,2,35,15,3,1,180
12,3,15,6,3,1,37
10,6,15,7,2,1,60
8,1,35,9,3,1,108
11,5,30,9,3,1,96
13,1,25,8,3,4,14
10,4,15,14,3,1,74
14,3,10,12,4,2,26
9,5,12,7,3,3,27
11,1,12,16,5,2,58
11,2,35,14,4,1,145
10,4,12,12,5,1,20
11,2,12,16,3,1,50
11,6,12,7,5,4,3
15,1,12,15,4,1,49
17,4,10,15,3,1,49
12,3,20,6,2,3,59
13,4,18,6,4,2,25
15,6,20,5,3,1,29
15,1,10,17,3,1,58
11,1,12,18,4,1,64
13,2,35,5,4,1,35
13,4,12,6,4,1,15
11,2,20,17,2,1,180
8,3,25,13,2,2,150
14,4,20,12,3,1,76
9,2,20,11,2,1,76
13,0,15,7,4,1,14
10,2,30,10,2,1,131
11,3,15,16,5,1,84
12,0,20,5,2,1,47
10,0,18,13,3,1,158
14,3,12,12,4,1,60
13,3,20,5,4,3,25
9,4,30,11,3,2,67
17,1,20,10,4,2,29
12,1,12,9,2,3,66
13,5,18,3,5,1,10
9,1,12,13,3,1,49
9,0,20,12,5,1,15
11,1,18,19,3,1,111
12,2,12,7,4,1,6
13,5,18,5,3,2,13
15,4,12,12,3,1,64
13,1,35,8,4,1,75
13,1,10,9,5,1,20
13,5,20,4,2,1,34
16,2,12,8,3,1,14
13,3,15,6,3,1,21
13,5,18,3,4,1,17
14,2,10,10,3,2,29
11,3,25,13,5,2,72
14,3,12,11,3,2,50
14,4,35,14,4,3,79
9,4,15,10,3,1,22
11,2,15,12,3,1,85
11,4,18,10,3,1,54
11,5,35,9,2,2,96
9,3,30,11,4,3,52
12,2,18,6,2,2,20
15,4,30,15,2,1,180
11,5,20,7,3,1,61
11,1,25,11,3,2,96
11,1,18,9,5,1,65
12,3,30,9,4,3,89
11,3,30,13,4,4,46
9,1,10,8,4,1,29
9,1,18,15,5,2,40
11,6,30,8,4,1,74
14,3,25,14,3,1,107
12,1,15,9,2,1,87
13,6,35,4,3,1,54
13,2,15,5,3,1,11
11,3,18,18,3,3,128
14,1,18,14,4,3,15
16,2,18,7,3,1,52
13,1,35,5,2,3,51
11,4,12,10,4,1,14
11,0,35,13,4,1,145
12,3,25,9,4,1,70
8,3,25,8,2,3,149
13,5,20,6,2,4,20
13,3,15,7,2,2,29
15,3,25,14,3,2,98
10,1,25,17,3,1,180
15,4,15,15,3,1,68
10,5,18,6,4,3,28
14,3,20,13,4,4,26
12,5,15,3,3,1,20
10,1,25,11,4,1,95
13,4,15,7,3,1,22
16,2,25,14,4,3,24
11,1,18,14,3,2,56
15,2,30,9,4,1,84
15,1,20,13,3,2,52
10,5,30,7,4,1,95
13,2,25,8,3,1,69
11,2,25,14,3,1,116
16,2,20,8,2,1,97
13,3,25,7,4,1,45
13,6,25,6,4,1,45
11,1,25,12,2,1,174
17,1,15,6,5,1,20
10,1,30,12,3,2,59
17,3,20,12,3,1,73
13,3,20,5,2,3,48
16,5,18,6,4,1,38
14,1,35,13,3,1,180
11,1,20,12,2,1,156
11,4,25,11,4,1,84
12,3,10,8,3,4,7
11,5,18,9,2,2,61
8,5,20,5,2,1,17
9,2,15,10,3,2,20
15,2,35,15,4,3,111
10,3,30,14,3,2,97
10,1,20,9,3,4,17
14,2,20,14,5,1,68
11,3,18,16,2,1,71
10,5,12,6,5,3,12
17,6,12,4,3,1,16
13,2,10,7,2,1,30
14,3,18,11,2,1,60
10,4,20,16,3,1,179
13,3,10,6,2,1,23
13,2,35,6,4,2,27
9,4,15,9,4,1,36
14,4,25,17,5,1,111
14,2,30,14,4,1,87
11,1,15,13,5,4,18
10,3,20,17,4,2,47
13,2,18,6,3,1,35
13,3,12,6,2,1,40
15,5,18,7,3,1,49
14,2,25,11,2,1,71
12,4,18,9,2,1,60
13,1,10,5,5,2,6
10,0,12,14,3,1,43
9,3,12,15,4,1,51
10,3,18,10,5,1,47
15,2,25,11,4,1,31
14,1,20,15,3,1,111
8,5,12,5,3,1,23
14,5,15,7,3,2,35
17,1,25,7,4,1,52
13,1,18,9,2,1,102
9,3,12,12,2,1,96
12,5,35,3,3,4,12
12,2,15,7,2,2,28
15,6,30,7,3,1,68
13,1,35,7,5,2,27
15,2,12,12,4,1,31
11,0,25,8,3,1,107
14,4,35,14,4,1,180
15,2,25,17,3,1,180
14,5,25,6,4,2,20
11,1,30,10,3,1,58
12,3,25,8,3,1,84
13,1,12,7,3,1,22
10,4,18,16,3,1,112
12,4,10,8,4,1,26
15,2,10,17,4,1,61
13,4,35,7,4,1,75
13,3,20,8,4,1,35
10,1,35,11,3,1,165
9,2,15,11,5,1,35
13,1,15,12,2,1,105
13,3,30,9,3,1,90
11,1,15,11,3,4,20
13,5,12,6,2,1,40
14,2,30,10,4,1,92
13,3,30,8,3,2,54
13,0,18,8,4,1,35
12,4,35,6,2,1,102
11,2,10,10,3,2,26
13,2,25,9,3,1,73
11,1,25,9,2,1,68
10,1,10,9,4,1,15
11,1,15,11,4,2,43
9,6,15,6,4,1,14
11,4,30,14,2,1,180
12,4,15,6,3,4,11
15,4,10,12,4,1,34
14,4,30,13,5,1,106
12,2,30,7,3,3,40
14,4,30,12,2,2,109
13,3,20,7,4,2,22
9,3,12,15,3,1,56
10,1,20,16,4,4,25
10,2,30,12,2,2,165
11,2,20,13,4,4,19
14,1,25,11,2,1,180
14,1,25,12,3,1,104
12,2,18,8,5,2,29
15,1,30,12,2,1,59
16,3,18,9,3,1,57
12,2,25,5,5,1,43
10,3,12,18,3,1,57
11,5,35,7,5,1,43
10,4,25,11,2,2,150
13,4,20,6,4,3,28
9,2,30,12,2,1,145
16,2,25,9,5,1,35
17,3,15,11,2,1,130
9,4,12,12,3,3,33
16,4,12,9,3,1,59
10,0,35,10,5,1,67
9,5,15,7,3,1,43
11,3,25,9,2,1,107
9,5,25,7,3,1,38
12,4,20,8,4,3,47
13,2,18,6,3,1,34
10,3,30,13,3,1,180
10,1,18,15,3,2,67
9,4,10,10,3,3,30
12,4,12,7,2,1,32
12,1,20,8,4,1,34
9,2,18,11,5,2,41
14,1,30,10,4,1,130
10,4,20,14,2,1,162
13,2,12,7,2,1,44
16,5,10,7,3,4,4
9,5,30,9,5,1,71
13,4,18,8,3,1,49
8,1,25,7,2,1,73
10,3,30,14,3,1,133
12,1,15,7,3,1,37
10,2,30,13,4,1,93
15,1,30,17,4,1,65
17,2,25,6,4,1,16
15,3,18,17,3,2,41
11,1,15,13,5,1,20
17,2,18,8,2,1,33
17,5,20,7,2,1,80
14,3,15,12,3,2,61
16,2,15,6,4,1,32
10,1,12,14,3,1,54
13,1,25,8,5,1,12
15,3,20,15,4,1,39
13,1,35,8,2,1,180
9,1,12,11,3,1,54
10,3,15,11,5,1,60
13,1,18,5,5,1,20
14,2,18,10,4,1,26
16,3,12,9,2,2,34
14,1,12,11,2,4,28
13,5,30,3,4,1,10
13,3,10,6,4,1,9
14,1,15,15,4,1,58
17,4,12,11,3,3,34
11,4,18,15,4,1,93
10,3,30,11,4,2,118
12,1,35,5,3,1,53
13,1,35,7,4,2,27
13,4,25,9,2,2,88
15,2,12,13,2,2,61
12,6,15,4,2,1,19
15,3,30,9,4,1,56
17,5,35,4,2,1,92
10,3,35,19,5,1,51
15,4,30,13,3,2,113
12,2,18,6,3,1,24
11,6,25,7,5,1,32
15,1,10,9,2,1,46
8,6,20,4,4,1,13
13,5,15,4,4,4,4
12,4,12,8,4,1,19
15,5,10,7,4,1,18
13,4,25,6,3,1,26
11,5,12,4,2,1,24
10,2,30,14,2,1,50
13,4,35,5,3,2,57
12,1,18,9,3,2,25
15,4,30,14,4,2,86
10,6,18,8,4,1,65
11,4,10,13,4,4,13
15,0,20,15,3,1,80
9,3,15,10,4,1,28
15,2,10,16,4,3,35
13,3,15,6,2,4,22
12,3,10,9,4,3,15
11,4,18,11,2,1,95
14,4,12,15,4,1,65
10,5,30,7,4,2,39
15,4,25,8,4,2,45
9,1,18,11,5,2,27
10,3,18,14,4,2,42
16,4,15,10,2,1,40
12,6,15,3,3,2,14
14,0,35,11,2,1,180
10,2,15,15,3,1,100
13,2,35,8,3,1,92
12,2,15,6,4,1,15
17,3,12,13,4,1,24
11,2,30,15,4,1,108
10,2,10,12,3,1,62
12,5,18,4,2,1,57
10,2,20,14,3,1,160
9,3,10,14,3,1,47
10,5,30,6,3,1,90
8,1,15,11,4,1,55
9,4,20,15,3,1,98
15,0,18,9,3,1,55
13,5,15,3,3,1,17
16,4,18,12,2,1,82
10,1,15,11,3,3,50
14,6,10,6,4,1,17
9,5,20,11,4,1,38
12,4,15,9,5,1,24
17,3,20,10,4,1,48
10,4,15,10,3,1,75
14,1,25,11,3,1,146
9,3,30,9,3,1,100
14,4,18,16,4,1,68
15,3,20,14,3,1,99
9,1,30,10,2,2,163
15,4,30,12,2,1,180
14,1,30,14,4,1,75
12,0,18,6,3,2,27
13,3,10,6,4,1,12
12,1,30,9,3,1,126
10,1,10,12,2,1,84
12,2,12,10,2,2,63
14,5,35,6,5,1,64
10,1,12,13,3,3,65
14,1,35,10,2,1,180
11,4,30,10,4,2,80
16,3,20,11,4,3,35
10,4,35,17,4,2,180
10,1,10,11,3,1,50
11,6,15,10,5,4,11
9,3,20,12,4,4,17
15,4,35,13,4,2,81
15,3,30,10,4,1,82
10,2,30,13,3,1,111
14,3,25,15,4,1,68
13,1,20,9,3,3,46
13,2,12,6,4,1,5
10,1,20,11,4,1,66
11,3,35,16,3,1,180
13,3,20,6,2,2,74
12,3,18,9,5,1,42
14,3,10,14,4,3,29
15,1,15,11,4,1,70
11,2,20,7,2,2,42
11,5,30,8,5,1,66
11,2,12,9,4,3,23
9,2,20,10,3,1,58
17,5,15,5,4,1,17
12,3,18,6,5,4,5
9,2,30,15,3,1,133
13,4,15,5,4,2,19
15,6,15,6,3,1,36
8,3,20,8,4,2,36
11,4,30,13,2,1,174
9,4,25,14,3,1,85
10,3,12,15,4,1,81
13,3,18,10,3,1,43
11,4,20,11,2,2,46
8,3,10,11,2,1,56
14,2,20,12,2,3,125
12,0,25,8,2,1,78
14,1,18,18,3,1,163
11,5,12,4,3,3,21
14,1,10,15,4,1,34
13,4,20,9,4,2,35
11,6,15,5,2,1,37
15,5,20,10,4,1,51
13,2,18,6,2,1,56
8,3,30,9,2,1,86
16,2,25,9,4,1,72
16,1,35,7,2,3,74
17,5,12,5,5,1,16
12,0,15,6,3,2,11
10,3,10,10,3,1,47
10,3,10,17,2,1,79
11,4,30,9,3,4,23
8,0,30,12,2,1,180
11,4,35,15,2,1,180
13,4,10,6,3,1,10
13,1,18,7,4,1,35
12,1,10,6,5,1,10
14,3,25,14,4,1,57
13,2,15,5,4,1,25
13,1,10,7,3,1,20
13,1,30,6,4,1,48
8,3,20,11,4,2,36
10,1,18,14,5,1,70
15,3,18,13,2,3,58
10,2,20,15,5,1,77
13,1,20,7,3,1,56
10,4,15,13,3,1,139
15,3,15,15,5,1,56
15,4,35,12,2,1,180
11,1,25,10,3,1,99
9,4,10,14,3,1,56
17,0,12,7,3,2,25
14,1,25,16,5,1,138
13,6,35,4,4,3,20
13,2,18,7,4,1,31
15,4,15,12,3,2,21
15,3,30,15,4,3,122
13,5,15,4,4,2,7
15,3,20,10,4,1,46
13,4,20,6,4,3,30
17,3,15,11,3,1,30
9,2,18,9,4,3,24
14,4,30,12,3,3,143
9,4,30,13,4,1,110
17,1,10,7,4,1,13
8,5,18,5,3,1,23
11,3,35,17,5,1,153
11,4,12,13,3,2,52
13,4,10,7,4,1,20
15,4,35,10,3,1,114
11,3,10,8,3,2,31
10,6,30,7,3,3,65
17,1,35,8,4,1,45
11,3,10,15,2,3,92
8,3,30,9,2,1,84
11,4,10,14,3,1,62
13,3,12,9,3,1,27
13,3,10,8,5,2,9
11,5,12,6,2,4,9
9,1,10,14,4,2,30
14,4,30,14,4,1,159
13,1,18,8,4,1,44
12,2,18,10,4,1,53
17,2,15,7,3,1,33
14,5,12,7,3,1,36
11,4,20,11,4,1,70
15,4,10,10,3,1,30
17,3,18,9,3,1,44
14,5,20,6,3,2,36
9,0,12,11,3,1,64
15,4,35,7,4,1,44
15,1,20,10,4,4,9
14,1,18,13,4,2,68
11,2,10,12,3,1,50
9,0,35,10,3,1,82
13,3,25,6,3,1,41
15,2,10,17,4,1,47
12,4,35,8,3,1,131
17,3,20,11,4,3,57
12,4,15,7,5,1,30
10,4,15,13,4,1,79
9,4,25,9,2,4,25
11,3,20,11,2,1,175
11,1,30,12,3,2,76
10,6,18,12,3,1,64
17,1,18,12,2,1,119
13,1,12,6,4,1,16
10,3,20,11,4,1,64
10,2,35,9,3,1,73
8,1,10,12,4,1,32
14,6,25,11,3,1,180
10,2,20,18,4,1,110
9,5,20,7,3,1,44
15,1,10,14,3,4,18
8,0,30,11,2,1,180
9,2,12,12,3,4,11
13,2,18,7,4,1,40
14,2,10,11,4,2,20
12,2,18,7,2,1,26
9,1,18,15,4,1,27
13,4,25,6,3,2,30
12,2,15,8,2,1,74
9,3,12,17,4,2,37
9,1,10,8,5,1,23
13,2,10,8,3,1,32
11,3,35,15,2,1,180
15,3,12,10,5,3,27
9,3,10,15,2,2,70
16,2,20,10,3,1,93
10,4,15,8,3,1,42
16,4,12,7,3,1,38
9,3,15,14,2,1,127
11,2,15,10,2,1,67
10,4,18,13,3,1,61
13,3,15,7,4,1,31
15,3,12,15,3,1,48
13,2,12,5,2,1,42
15,3,18,9,4,1,26
13,5,30,3,2,3,50
10,4,18,14,2,2,96
12,3,18,6,4,3,24
10,5,10,10,2,1,31
10,5,30,5,4,1,59
9,3,15,11,4,1,34
9,1,12,13,4,1,48
8,2,10,7,4,3,16
13,2,20,6,4,1,22
13,5,35,4,4,1,34
17,1,25,5,2,1,71
14,2,10,11,2,1,64
12,4,30,9,3,1,97
9,5,15,10,4,3,23
15,2,18,13,3,1,96
10,3,25,16,3,1,180
16,2,20,6,2,3,41
17,1,18,10,4,1,48
10,3,15,14,3,1,81
14,6,18,6,3,1,37
14,3,18,13,4,3,56
8,4,20,8,4,1,35
14,0,12,10,3,1,80
13,2,20,8,3,2,33
8,1,35,8,2,2,65
10,4,18,11,3,2,50
10,3,15,12,5,1,33
11,2,30,13,3,1,93
12,5,12,4,4,2,10
15,3,35,13,4,1,119
16,1,15,12,4,3,21
15,2,25,15,4,1,125
15,2,12,12,2,1,58
15,2,25,15,4,1,113
16,2,10,11,3,1,37
12,2,30,8,2,2,111
16,3,35,9,3,1,41
14,4,15,14,2,1,157
12,4,35,6,2,1,115
12,3,15,6,3,2,18
15,3,30,14,3,1,142
17,3,12,12,3,4,4
10,2,35,8,3,1,158
15,1,18,16,4,1,71
14,1,15,10,4,1,43
11,3,35,10,5,2,19
16,4,35,14,4,1,174
16,0,20,12,2,3,109
10,2,30,10,2,1,160
9,2,10,13,2,1,44
10,2,20,13,4,2,27
16,1,35,9,5,1,50
15,1,10,18,3,1,66
13,5,30,4,2,1,46
11,6,18,8,4,3,31
15,1,10,8,5,1,20
14,2,10,15,3,1,24
13,2,35,5,2,1,84
13,5,35,3,3,1,46
15,6,25,7,2,2,61
15,2,12,13,3,4,14
9,2,25,17,3,1,140
13,2,15,6,2,1,3
12,2,30,7,3,2,9
9,2,35,12,3,1,180
9,3,35,9,5,2,46
15,1,18,21,5,1,73
12,1,18,6,3,1,33
15,1,30,12,2,2,97
12,3,18,9,4,1,44
10,2,25,15,3,4,51
11,4,18,15,4,1,90
15,3,35,13,3,1,82
12,3,30,7,3,1,88
9,5,10,10,4,3,26
11,1,18,9,3,1,99
13,0,30,8,3,1,81
13,4,30,6,3,1,63
12,1,12,8,3,1,35
12,2,20,6,4,1,16
14,1,25,12,3,3,149
15,6,30,5,2,1,64
15,2,30,16,4,1,96
15,4,20,16,3,1,102
15,0,25,17,2,1,115
13,5,30,4,2,2,40
9,0,20,12,3,1,104
11,1,18,18,3,1,155
17,2,20,8,3,1,60
12,3,10,8,4,1,27
10,3,15,13,3,2,52
16,5,25,5,5,3,16
13,5,12,4,4,1,10
11,1,20,10,3,1,22
12,4,18,7,3,3,41
11,4,35,9,4,4,30
13,4,12,6,2,3,54
12,6,18,4,3,3,15
12,3,15,5,3,1,19
15,4,25,20,3,4,64
12,5,10,4,2,2,10
9,4,30,13,3,1,125
10,2,15,11,2,1,128
14,3,10,13,3,1,71
10,2,35,12,2,1,180
11,1,12,15,4,1,23
16,4,35,9,3,1,130
17,3,35,11,4,2,68
15,4,18,11,4,1,48
8,2,18,6,3,2,24
15,0,18,14,3,1,44
11,2,25,18,4,1,28
16,0,20,11,4,3,61
16,5,25,6,2,1,53
9,2,20,15,4,1,61
14,5,25,8,3,3,45
16,4,10,8,3,3,3
12,3,18,8,3,1,49
14,3,35,12,5,2,52
12,3,25,10,3,2,53
10,5,15,4,3,1,13
8,1,20,8,2,3,83
15,6,35,7,4,1,48
14,2,25,13,2,1,180
9,6,18,6,3,3,37
17,2,20,8,4,2,28
13,4,20,5,4,1,26
9,4,25,11,2,1,102
13,1,20,8,4,1,77
11,4,20,12,4,1,50
16,4,20,10,5,3,24
13,6,20,4,4,3,23
10,3,10,9,3,1,38
13,1,30,11,4,1,89
10,1,15,19,2,1,155
14,4,35,9,4,1,96
15,2,20,9,2,1,157
14,3,18,10,2,1,73
10,2,25,11,4,3,48
10,1,35,14,3,1,180
11,4,20,11,3,1,53
13,5,10,4,5,2,9
11,4,15,11,2,3,67
13,3,35,6,3,1,47
12,3,35,9,3,1,118
14,3,20,15,3,4,33
8,4,35,11,3,4,32
12,2,18,7,3,1,52
17,6,20,6,5,2,16
14,5,25,10,3,2,74
8,0,30,8,2,1,99
10,1,15,14,3,1,141
13,5,12,4,5,2,7
13,0,18,7,2,1,52
12,1,20,6,5,1,23
13,1,18,6,5,1,36
14,3,35,14,3,1,180
9,1,20,11,5,1,43
13,3,15,5,4,1,20
12,2,35,10,3,1,132
13,1,25,7,2,3,57
11,6,18,7,3,1,48
13,1,25,6,4,1,46
12,2,20,6,3,1,35
16,3,18,11,3,1,67
13,0,35,8,5,1,67
13,5,30,4,3,1,33
15,2,18,17,4,2,32
9,2,15,15,4,1,70
13,3,20,6,3,1,54
17,0,30,13,3,1,104
15,1,25,11,3,1,113
13,6,15,4,4,1,17
12,3,12,10,4,1,26
10,4,10,15,4,1,50
11,2,18,17,4,3,77
10,2,35,17,2,3,180
11,4,30,15,3,1,137
11,1,35,14,4,3,137
9,4,15,14,3,1,65
12,3,10,6,3,1,20
9,2,10,12,2,1,63
12,3,25,8,2,4,15
15,2,10,18,5,1,23
13,4,15,9,4,3,40
15,4,30,13,3,3,115
15,5,18,6,3,1,30
12,5,30,4,4,1,18
9,1,12,21,4,4,12
9,5,10,6,4,1,12
9,4,18,13,4,1,84
16,3,35,10,2,1,119
15,5,15,8,4,2,18
10,3,35,11,3,1,180
12,1,12,5,2,2,6
8,1,20,7,3,1,20
10,6,12,11,4,1,48
10,4,35,12,3,1,180
12,4,12,7,4,1,35
12,4,35,9,4,1,98
13,2,15,8,3,2,29
9,5,25,6,3,3,60
11,2,35,16,4,1,131
11,1,35,22,5,2,131
15,1,25,9,2,3,74
14,2,18,12,3,2,53
16,5,30,6,2,1,95
17,3,10,16,4,1,52
15,2,18,11,4,1,58
11,3,12,11,3,3,48
9,6,18,7,2,1,54
11,2,25,15,4,3,99
12,3,20,7,3,1,26
11,1,12,10,3,2,43
11,3,12,12,4,3,32
15,2,20,11,2,4,30
10,2,30,16,5,1,111
10,1,20,12,2,1,180
15,5,10,7,3,1,29
14,1,25,13,2,2,102
10,4,18,12,4,1,45
12,4,35,8,3,1,67
11,3,30,15,3,1,127
11,2,12,12,3,1,36
15,5,30,8,3,1,48
13,4,15,7,3,1,22
13,1,12,7,3,4,10
10,1,25,14,3,1,29
8,4,12,6,2,1,32
10,2,20,10,3,1,75
12,1,18,7,3,1,26
17,2,20,8,4,3,38
13,3,10,6,3,1,27
11,1,20,14,3,1,129
10,0,12,13,4,3,45
11,5,25,7,3,3,50
12,2,18,7,4,1,35
8,4,15,12,2,2,37
14,2,25,11,3,1,69
11,2,25,9,4,3,56
15,2,18,11,3,1,56
12,2,18,5,4,2,20
10,2,10,12,3,1,53
12,3,15,6,4,1,26
17,0,15,8,4,1,16
9,4,20,9,3,1,21
14,2,25,12,5,2,57
14,3,25,13,3,2,30
15,5,18,7,3,1,50
13,2,30,5,4,1,32
8,0,25,9,4,1,74
12,3,12,5,2,1,18
12,2,20,10,3,1,82
15,2,18,11,2,1,114
13,2,10,8,3,1,28
16,3,15,8,4,3,12
12,4,30,8,3,1,96
10,4,25,12,5,1,65
17,5,18,5,2,1,56
11,1,30,11,3,4,71
14,1,35,11,4,1,91
13,2,18,7,3,1,34
10,3,12,11,3,3,62
14,2,25,9,2,1,153
14,4,18,12,4,1,58
13,4,30,10,2,1,164
12,2,35,5,3,1,37
13,2,15,6,2,1,33
13,2,25,8,3,1,58
8,3,20,13,2,1,148
11,3,15,12,4,2,28
10,1,20,10,4,1,96
11,4,35,9,2,1,140
10,2,18,14,5,3,58
13,3,20,9,4,2,22
15,6,35,7,4,3,49
14,4,20,14,5,3,67
10,6,15,9,4,1,29
10,3,25,14,2,1,180
14,5,35,7,4,1,18
15,2,12,12,4,3,14
14,1,35,13,4,2,48
9,1,15,19,3,1,101
10,4,25,9,5,3,51
15,0,25,18,4,1,106
10,2,30,16,2,1,180
11,1,10,12,5,1,21
11,1,20,12,3,1,108
11,2,30,18,3,3,89
11,2,20,12,4,3,61
17,4,35,7,3,1,123
11,5,35,7,2,1,162
13,3,25,8,4,4,19
8,2,25,7,3,3,35
15,5,35,6,2,1,155
10,2,30,12,4,1,107
12,4,35,5,4,1,58
13,4,20,6,4,2,6
11,3,15,14,2,2,49
17,2,20,9,4,1,39
10,4,25,17,3,1,180
15,5,35,8,4,1,70
